phen,grex,sym,ens,beta,pval,FDR,BON
hippocampus,anterior-cingulate,ZNF786,ENSG00000197362,-42.08860898666958,0.0001041432020153,0.0142862156764559,0.8000280778815346
hippocampus,anterior-cingulate,DNAJC5,ENSG00000101152,60.245503376208575,0.00011137068431,0.0149506840293758,0.85554959686942
hippocampus,anterior-cingulate,TAOK2,ENSG00000149930,75.6379048417192,0.0001147890154673,0.0149506840293758,0.8818092168197985
hippocampus,anterior-cingulate,DALRD3,ENSG00000178149,34.51965477433937,0.0001148256128265,0.0149506840293758,0.8820903577331729
hippocampus,anterior-cingulate,OGFOD2,ENSG00000111325,54.55761851899348,0.0001180662961146,0.0151164214458726,0.9069852867523572
hippocampus,anterior-cingulate,C20orf194,ENSG00000088854,208.29514316189648,0.0001209724639515,0.015234597837302,0.9293104680754232
hippocampus,anterior-cingulate,RBM23,ENSG00000100461,31.17815028516434,0.0001351969578617,0.0167513391982835,1.0
hippocampus,anterior-cingulate,MAP1B,ENSG00000131711,22.078931037363844,0.0001421807392314,0.0172729769223997,1.0
hippocampus,anterior-cingulate,RPL13,ENSG00000167526,-20.55580240119506,0.0001439039993535,0.0172729769223997,1.0
hippocampus,anterior-cingulate,AC091826.2,ENSG00000271904,-15.09367862335507,0.0001602083105084,0.0188050655777151,1.0
hippocampus,anterior-cingulate,NUPL2,ENSG00000136243,11.831863152680697,0.000161563958361,0.0188050655777151,1.0
hippocampus,anterior-cingulate,P4HTM,ENSG00000178467,24.775001215838216,0.000178294764588,0.0204426922621644,1.0
hippocampus,anterior-cingulate,HLA-DRB5,ENSG00000198502,8.96751898716836,0.0001837506572115,0.0204841999840702,1.0
hippocampus,anterior-cingulate,PIK3CD,ENSG00000171608,40.83641928507664,0.0001839898202162,0.0204841999840702,1.0
hippocampus,anterior-cingulate,MYO15A,ENSG00000091536,-29.01741353496298,0.0002024269129402,0.0222149077886659,1.0
hippocampus,anterior-cingulate,AC026689.1,ENSG00000253978,91.16707124585068,0.0002059573982887,0.022284010333152,1.0
hippocampus,anterior-cingulate,HLA-DRB1,ENSG00000196126,11.478501037789032,0.0002121427973931,0.0226344579107471,1.0
hippocampus,anterior-cingulate,AL132780.1,ENSG00000257285,17.318159708582286,0.0002397375378912,0.0252282707682218,1.0
hippocampus,anterior-cingulate,AC091132.4,ENSG00000267198,28.138140726395275,0.0002570165580726,0.0266810972853204,1.0
hippocampus,anterior-cingulate,PFAS,ENSG00000178921,-40.33540889148863,0.0002610121590153,0.0267346054074071,1.0
hippocampus,anterior-cingulate,SULT1A2,ENSG00000197165,-14.411627721768753,0.0002796155801217,0.0282632485065118,1.0
hippocampus,anterior-cingulate,AC069307.1,ENSG00000269949,20.164819663538218,0.0003120289309041,0.0311299512624064,1.0
hippocampus,anterior-cingulate,MYCL,ENSG00000116990,268.50504374165,0.000322246520279,0.0317371508818368,1.0
hippocampus,anterior-cingulate,NEK4,ENSG00000114904,39.668051564103415,0.0003280954666504,0.0318715314495466,1.0
hippocampus,anterior-cingulate,EPHX2,ENSG00000120915,-21.285421178931426,0.0003319086847128,0.0318715314495466,1.0
hippocampus,anterior-cingulate,FXYD5,ENSG00000089327,-64.9465575296271,0.0003777000171099,0.0353448484594551,1.0
hippocampus,anterior-cingulate,LRRC37A,ENSG00000176681,-7.950220883129478,0.0003790067224384,0.0353448484594551,1.0
hippocampus,anterior-cingulate,AC005082.1,ENSG00000226816,-19.15527572813749,0.0003848035056709,0.0353448484594551,1.0
hippocampus,anterior-cingulate,PIK3CD-AS2,ENSG00000231789,52.40129849454617,0.0003864836332458,0.0353448484594551,1.0
hippocampus,anterior-cingulate,GALK2,ENSG00000156958,-22.64486140540657,0.0004011607997209,0.0361022093724388,1.0
hippocampus,anterior-cingulate,HTRA3,ENSG00000170801,60.15661172955231,0.0004041642809203,0.0361022093724388,1.0
hippocampus,anterior-cingulate,ZGRF1,ENSG00000138658,17.851795625147794,0.0004169537307067,0.0368165351642398,1.0
hippocampus,anterior-cingulate,SEPTIN1,ENSG00000180096,21.43057451248781,0.0004274370972038,0.0372993838150666,1.0
hippocampus,anterior-cingulate,TRIT1,ENSG00000043514,14.02173212366656,0.000432132928865,0.0372993838150666,1.0
hippocampus,anterior-cingulate,AC138932.5,ENSG00000275910,45.90403168598399,0.0004450625373148,0.0379885601294699,1.0
hippocampus,anterior-cingulate,CYP2J2,ENSG00000134716,-160.93731987239377,0.0004505819273611,0.0380232499637731,1.0
hippocampus,anterior-cingulate,WDR6,ENSG00000178252,-12.03224777156306,0.0004553682630392,0.0380232499637731,1.0
hippocampus,anterior-cingulate,PRSS3,ENSG00000010438,23.07734998363998,0.0004656508860944,0.0384637645911524,1.0
hippocampus,anterior-cingulate,AC087742.1,ENSG00000274363,88.13850177326967,0.0004743191654232,0.0387629769019257,1.0
hippocampus,anterior-cingulate,MMP24OS,ENSG00000126005,-12.154185244261493,0.0004824029991839,0.0387653904860945,1.0
hippocampus,anterior-cingulate,TBX6,ENSG00000149922,-13.99757336459284,0.0004844412245073,0.0387653904860945,1.0
hippocampus,anterior-cingulate,Z97989.1,ENSG00000255389,-10.22938689339612,0.0005015854967079,0.0397235029454648,1.0
hippocampus,anterior-cingulate,AC015908.2,ENSG00000263508,58.41327397050302,0.0005149273456845,0.0403639986688605,1.0
hippocampus,anterior-cingulate,HLA-B,ENSG00000234745,-18.92490849024312,0.0005497792865244,0.0426606513038428,1.0
hippocampus,anterior-cingulate,CDK2AP1,ENSG00000111328,-19.38058765951593,0.000572384909134,0.0439706087196738,1.0
hippocampus,anterior-cingulate,AC012645.3,ENSG00000261416,-60.70128630430741,0.0005888744884435,0.0447894437645838,1.0
hippocampus,anterior-cingulate,AC067930.4,ENSG00000255050,15.526543085640917,0.0005993715137521,0.0451409016533689,1.0
hippocampus,anterior-cingulate,NBR1,ENSG00000188554,29.311091460261395,0.0006345387989777,0.046733271805698,1.0
hippocampus,anterior-cingulate,EIF3C,ENSG00000184110,-27.26991646379356,0.000637717435569,0.046733271805698,1.0
hippocampus,anterior-cingulate,ZKSCAN5,ENSG00000196652,-42.665437570410006,0.000638765105389,0.046733271805698,1.0
hippocampus,anterior-cingulate,GUK1,ENSG00000143774,62.31591926482367,0.0006555194305333,0.047506606276951,1.0
cerebellar-hemisphere,anterior-cingulate,KANSL1-AS1,ENSG00000214401,-286.507797908692,3.15703844260185e-18,2.4252369316067412e-14,2.425236931606741e-14
cerebellar-hemisphere,anterior-cingulate,ARL17A,ENSG00000185829,-340.96548826255724,1.0739231416022124e-16,4.124938786894097e-13,8.249877573788195e-13
cerebellar-hemisphere,anterior-cingulate,SCUBE2,ENSG00000175356,705.3979454842455,1.932307201358253e-15,4.947994640278034e-12,1.4843983920834098e-11
cerebellar-hemisphere,anterior-cingulate,CDK2AP1,ENSG00000111328,-631.1639329101228,3.1794653532784535e-15,6.1061632109712686e-12,2.4424652843885078e-11
cerebellar-hemisphere,anterior-cingulate,FOXO3,ENSG00000118689,-2714.2357965763053,4.4003202076442724e-15,6.760651967024661e-12,3.3803259835123294e-11
cerebellar-hemisphere,anterior-cingulate,PLEKHM1,ENSG00000225190,-1466.6279982417805,6.974089618360416e-14,8.929159408040786e-11,5.357495644824471e-10
cerebellar-hemisphere,anterior-cingulate,MYCL,ENSG00000116990,7367.732998575799,4.04252917055543e-12,4.436387012600973e-09,3.1054709088206814e-08
cerebellar-hemisphere,anterior-cingulate,OGFOD2,ENSG00000111325,1378.6267514158649,8.095622175407511e-12,7.773821193935062e-09,6.21905695514805e-08
cerebellar-hemisphere,anterior-cingulate,FADS1,ENSG00000149485,-534.6076548698592,8.373656257428616e-11,7.147380818840738e-08,6.432642736956663e-07
cerebellar-hemisphere,anterior-cingulate,LRRC37A2,ENSG00000238083,-205.3369781363629,2.0223623326418575e-10,1.5535787439354752e-07,1.5535787439354752e-06
cerebellar-hemisphere,anterior-cingulate,HLA-DRB1,ENSG00000196126,260.0768265772683,3.6926112378842956e-09,2.578785411766105e-06,2.836663952942716e-05
cerebellar-hemisphere,anterior-cingulate,HHIP,ENSG00000164161,1158.0785408866966,1.0487784283311022e-08,6.713929905366273e-06,8.056715886439527e-05
cerebellar-hemisphere,anterior-cingulate,NCKIPSD,ENSG00000213672,291.10926295461616,1.800150344262921e-08,1.0637503803559816e-05,0.0001382875494462
cerebellar-hemisphere,anterior-cingulate,NSF,ENSG00000073969,1003.0722587106786,1.1815691023846165e-07,6.483438460370444e-05,0.0009076813844518
cerebellar-hemisphere,anterior-cingulate,DALRD3,ENSG00000178149,672.8959324330261,1.2724507085529876e-07,6.516644228736033e-05,0.0009774966343104
cerebellar-hemisphere,anterior-cingulate,ANKS1A,ENSG00000064999,416.5901596653327,1.8918999619517002e-07,9.0834846923206e-05,0.0014533575507712
cerebellar-hemisphere,anterior-cingulate,KMT5A,ENSG00000183955,-704.1108874480931,2.059309784291334e-07,9.305657507603548e-05,0.0015819617762926
cerebellar-hemisphere,anterior-cingulate,P4HTM,ENSG00000178467,486.7271867692723,2.2947426013500186e-07,9.79345147976158e-05,0.001762821266357
cerebellar-hemisphere,anterior-cingulate,IGFBP3,ENSG00000146674,-833.521733835889,2.827245381883182e-07,0.0001143099948611,0.0021718899023626
cerebellar-hemisphere,anterior-cingulate,CCDC36,ENSG00000173421,1182.853373488821,3.367658458507869e-07,0.0001293517613912,0.0025870352278257
cerebellar-hemisphere,anterior-cingulate,TRIT1,ENSG00000043514,287.1377545301434,4.097053279386156e-07,0.0001498741109154,0.0031473563292244
cerebellar-hemisphere,anterior-cingulate,HLA-DRB5,ENSG00000198502,171.07147514475344,5.340603707527826e-07,0.0001864841712783,0.0041026517681228
cerebellar-hemisphere,anterior-cingulate,SEPTIN11,ENSG00000138758,-462.9944712601953,8.114070690177472e-07,0.0002710099610519,0.0062332291041943
cerebellar-hemisphere,anterior-cingulate,WDR6,ENSG00000178252,-237.70438691854463,1.136777482763762e-06,0.0003638635259413,0.0087327246225912
cerebellar-hemisphere,anterior-cingulate,AP3B2,ENSG00000103723,252.82798425141388,1.373325429287838e-06,0.0004219954379115,0.0105498859477891
cerebellar-hemisphere,anterior-cingulate,HCG27,ENSG00000206344,-252.7058326874256,1.4840287095036275e-06,0.000438473405631,0.0114003085464068
cerebellar-hemisphere,anterior-cingulate,TTC39A,ENSG00000085831,-635.265843952318,1.9016906112255296e-06,0.0005410661953864,0.0146087872754345
cerebellar-hemisphere,anterior-cingulate,KANSL1,ENSG00000120071,-249.28558696098924,2.017146162757016e-06,0.0005534184579392,0.0154957168222993
cerebellar-hemisphere,anterior-cingulate,HLA-DQA2,ENSG00000237541,-177.00718346497112,3.59773790458212e-06,0.000953028364931,0.0276378225829998
cerebellar-hemisphere,anterior-cingulate,KLHDC8B,ENSG00000185909,-184458.1161623005,4.5237358682469165e-06,0.001148733391157,0.0347513389398728
cerebellar-hemisphere,anterior-cingulate,HTR1D,ENSG00000179546,825.7439193650331,4.635607280118191e-06,0.001148733391157,0.0356107351258679
cerebellar-hemisphere,anterior-cingulate,GOLGA6L9,ENSG00000197978,431.6775426269937,4.971790402208869e-06,0.0011935404334302,0.0381932938697685
cerebellar-hemisphere,anterior-cingulate,FAM120B,ENSG00000112584,-479.4964613193135,8.087882429845441e-06,0.0018827609947294,0.0621311128260726
cerebellar-hemisphere,anterior-cingulate,CALHM2,ENSG00000138172,1394.457070722644,8.836380501171256e-06,0.0019649237272028,0.0678810750099975
cerebellar-hemisphere,anterior-cingulate,AC107223.1,ENSG00000251600,212.38100384953395,8.952399173665805e-06,0.0019649237272028,0.0687723304521007
cerebellar-hemisphere,anterior-cingulate,LINC01933,ENSG00000254226,3962.8373562071774,1.0890904634311656e-05,0.0023239980389106,0.0836639294007821
cerebellar-hemisphere,anterior-cingulate,HLA-DQA1,ENSG00000196735,362.9991007039668,1.150358324086233e-05,0.0023416851401283,0.0883705264563044
cerebellar-hemisphere,anterior-cingulate,MAPK3,ENSG00000102882,391.7261697891621,1.1583446410424206e-05,0.0023416851401283,0.0889840353248787
cerebellar-hemisphere,anterior-cingulate,SREBF2,ENSG00000198911,-1053.8404281844876,1.2046882772763344e-05,0.0023729270118043,0.092544153460368
cerebellar-hemisphere,anterior-cingulate,CTSB,ENSG00000164733,397.3761909980525,1.2616329310121138e-05,0.0024229660440087,0.0969186417603505
cerebellar-hemisphere,anterior-cingulate,RPIA,ENSG00000153574,607.8155561042478,1.346251574667276e-05,0.0024980490443669,0.1034190459659401
cerebellar-hemisphere,anterior-cingulate,FOXRED1,ENSG00000110074,-194.34483890850345,1.3657649031946083e-05,0.0024980490443669,0.1049180598634098
cerebellar-hemisphere,anterior-cingulate,AC021242.3,ENSG00000272267,678.9976874557574,1.5611509316130144e-05,0.0027890142922444,0.1199276145665117
cerebellar-hemisphere,anterior-cingulate,SNX31,ENSG00000174226,235.86349167014657,1.6342921377820926e-05,0.002853325500555,0.1255463220244203
cerebellar-hemisphere,anterior-cingulate,CPEB1,ENSG00000214575,598.5146770727615,1.7325121178604244e-05,0.0029575906865341,0.1330915808940378
cerebellar-hemisphere,anterior-cingulate,PABPC1,ENSG00000070756,833.2153689002857,1.836231687480765e-05,0.0030090878678261,0.1410593182322724
cerebellar-hemisphere,anterior-cingulate,L3HYPDH,ENSG00000126790,-213.4641475378693,1.8410196535776e-05,0.0030090878678261,0.1414271297878312
cerebellar-hemisphere,anterior-cingulate,AMT,ENSG00000145020,248.7939919023077,2.276733552138214e-05,0.0036437223224012,0.1748986714752576
cerebellar-hemisphere,anterior-cingulate,TIRAP,ENSG00000150455,503.2754844107256,2.835809159422576e-05,0.0044458542780988,0.2178468596268422
cerebellar-hemisphere,anterior-cingulate,PUS10,ENSG00000162927,-471.3597743352626,3.323876024604526e-05,0.0051068031242023,0.2553401562101197
cerebellar-hemisphere,anterior-cingulate,BMP4,ENSG00000125378,680.0120600304127,3.4179478787133014e-05,0.0051078597912734,0.2625667560427558
cerebellar-hemisphere,anterior-cingulate,ZNF436,ENSG00000125945,-322.45390216230066,3.457546330984376e-05,0.0051078597912734,0.2656087091462197
cerebellar-hemisphere,anterior-cingulate,AC092652.1,ENSG00000231758,-829.6310212374425,3.609698801860695e-05,0.0052320200369611,0.2772970619589386
cerebellar-hemisphere,anterior-cingulate,DERL3,ENSG00000099958,543.0261713957391,4.544179808781921e-05,0.0064645165353819,0.3490838929106271
cerebellar-hemisphere,anterior-cingulate,CFAP74,ENSG00000142609,-232.20477346395543,5.272352648144922e-05,0.0073640387350998,0.4050221304304929
cerebellar-hemisphere,anterior-cingulate,EEF2,ENSG00000167658,-1001.815284940546,5.459094335165383e-05,0.0074887076219179,0.4193676268274047
cerebellar-hemisphere,anterior-cingulate,TMEM165,ENSG00000134851,-579.098434184169,6.41131836014554e-05,0.0085164934499412,0.4925174764263804
cerebellar-hemisphere,anterior-cingulate,GDF5,ENSG00000125965,533.4266139254753,6.430052331379733e-05,0.0085164934499412,0.4939566200965911
cerebellar-hemisphere,anterior-cingulate,FAM167A,ENSG00000154319,672.9664470755959,6.916437937105171e-05,0.0089888233429203,0.5313207623284192
cerebellar-hemisphere,anterior-cingulate,ERCC6L2,ENSG00000182150,455.695028521113,7.087007595795189e-05,0.0089888233429203,0.5444239235089864
cerebellar-hemisphere,anterior-cingulate,AC121247.1,ENSG00000225399,1011.9657091800558,7.194701270979741e-05,0.0089888233429203,0.5526969516366638
cerebellar-hemisphere,anterior-cingulate,ATE1,ENSG00000107669,1431.8027882744575,7.334152038950327e-05,0.0089888233429203,0.5634095596321641
cerebellar-hemisphere,anterior-cingulate,NPLOC4,ENSG00000182446,-867.0087813717895,7.401806463506601e-05,0.0089888233429203,0.5686067725265771
cerebellar-hemisphere,anterior-cingulate,AF131216.4,ENSG00000280273,549.0000354388993,7.529939863938758e-05,0.0089888233429203,0.5784499803477754
cerebellar-hemisphere,anterior-cingulate,DIP2A,ENSG00000160305,2056.3169825653367,7.605747426318971e-05,0.0089888233429203,0.5842735172898234
cerebellar-hemisphere,anterior-cingulate,AC069200.1,ENSG00000273257,1842.6278826825903,7.817201520705428e-05,0.0090847484234591,0.600517420820591
cerebellar-hemisphere,anterior-cingulate,ASPHD1,ENSG00000174939,-1477.575573415534,7.923433277424694e-05,0.0090847484234591,0.608678144371765
cerebellar-hemisphere,anterior-cingulate,MFSD13A,ENSG00000138111,-431.2562550892053,8.281046349460227e-05,0.0093551467730225,0.6361499805655346
cerebellar-hemisphere,anterior-cingulate,SLC35G5,ENSG00000177710,688.049857380649,8.558777729405153e-05,0.0095114888311911,0.6574853051729038
cerebellar-hemisphere,anterior-cingulate,LINC00476,ENSG00000175611,201.74753190211345,8.73643192621075e-05,0.0095114888311911,0.6711327005715099
cerebellar-hemisphere,anterior-cingulate,CDKN2C,ENSG00000123080,-495.5023325269068,8.790883975716905e-05,0.0095114888311911,0.6753157070145727
cerebellar-hemisphere,anterior-cingulate,UQCC1,ENSG00000101019,-586.4354017331447,9.380448190129484e-05,0.0099709513093715,0.720606029965747
cerebellar-hemisphere,anterior-cingulate,ARHGEF7,ENSG00000102606,317.9313559693688,9.554064722203168e-05,0.0099709513093715,0.7339432519596474
cerebellar-hemisphere,anterior-cingulate,AC091982.3,ENSG00000275765,-218.67445022175264,9.604925760133978e-05,0.0099709513093715,0.7378503968934922
cerebellar-hemisphere,anterior-cingulate,FOXN2,ENSG00000170802,-166.77707931211384,0.000100645483374,0.0103087813770542,0.773158603279068
cerebellar-hemisphere,anterior-cingulate,SUOX,ENSG00000139531,-213.72771140554505,0.000104767559608,0.0105897946435349,0.804824392908656
cerebellar-hemisphere,anterior-cingulate,TMEM9B-AS1,ENSG00000254860,146.57265204461208,0.0001137979264219,0.0113531905295199,0.8741956707730358
cerebellar-hemisphere,anterior-cingulate,SRD5A3-AS1,ENSG00000249700,998.6440462419384,0.0001153296171658,0.0113584887059958,0.8859621190676756
cerebellar-hemisphere,anterior-cingulate,HLA-DQB2,ENSG00000232629,-179.37637670768007,0.0001220009764297,0.011772946238308,0.9372115009329556
cerebellar-hemisphere,anterior-cingulate,POLA2,ENSG00000014138,-288.70559472490294,0.000122602928803,0.011772946238308,0.941835699064646
cerebellar-hemisphere,anterior-cingulate,AC098487.1,ENSG00000248161,388.7204435187002,0.0001348097452094,0.0127852896629458,1.0
cerebellar-hemisphere,anterior-cingulate,PTPRG-AS1,ENSG00000241472,747.0254732374427,0.00013708564402,0.0128425843580687,1.0
cerebellar-hemisphere,anterior-cingulate,SFI1,ENSG00000198089,-243.2211865511968,0.0001419624670217,0.0130524249787922,1.0
cerebellar-hemisphere,anterior-cingulate,TICAM2,ENSG00000243414,-419.3429807342932,0.0001432524406981,0.0130524249787922,1.0
cerebellar-hemisphere,anterior-cingulate,LY6G5B,ENSG00000240053,550.7164988915181,0.0001452703118869,0.0130524249787922,1.0
cerebellar-hemisphere,anterior-cingulate,HES7,ENSG00000179111,-13014.304202836354,0.0001461219146285,0.0130524249787922,1.0
cerebellar-hemisphere,anterior-cingulate,TCF19,ENSG00000137310,-251.6014654078853,0.0001536870160938,0.0135703868693399,1.0
cerebellar-hemisphere,anterior-cingulate,RPS26,ENSG00000197728,111.83470339000392,0.0001595122247713,0.0139246921669673,1.0
cerebellar-hemisphere,anterior-cingulate,AF131216.3,ENSG00000255020,-366.2485966786732,0.000179771216566,0.0155168818613484,1.0
cerebellar-hemisphere,anterior-cingulate,MLLT10,ENSG00000078403,-1424.926599301751,0.0002058972113871,0.0175744708652855,1.0
cerebellar-hemisphere,anterior-cingulate,AL078605.1,ENSG00000271234,2497.081189720479,0.000209967729416,0.0177249681030078,1.0
cerebellar-hemisphere,anterior-cingulate,AC025159.1,ENSG00000257815,-388.6660352343801,0.0002290330366567,0.0191242585608344,1.0
cerebellar-hemisphere,anterior-cingulate,RPS18,ENSG00000231500,-154.49104150001347,0.0002332594059759,0.0192677285667404,1.0
cerebellar-hemisphere,anterior-cingulate,ATOX1,ENSG00000177556,-406.284000786875,0.0002382337340967,0.0194692717588388,1.0
cerebellar-hemisphere,anterior-cingulate,AC003102.1,ENSG00000260793,990.5859909277308,0.0002632412445441,0.0212865183219765,1.0
cerebellar-hemisphere,anterior-cingulate,EDEM2,ENSG00000088298,-786.5058847461444,0.0002661226947228,0.0212953598006307,1.0
cerebellar-hemisphere,anterior-cingulate,CCDC171,ENSG00000164989,185.29661932890536,0.0002731594256513,0.0216331000809617,1.0
cerebellar-hemisphere,anterior-cingulate,CYP21A2,ENSG00000231852,-240.98994646580337,0.000276573813634,0.0216800003707794,1.0
cerebellar-hemisphere,anterior-cingulate,SNHG16,ENSG00000163597,-334.61206855199663,0.0002802874405267,0.0217491729103647,1.0
cerebellar-hemisphere,anterior-cingulate,MAP1LC3A,ENSG00000101460,226.4548916538729,0.0003011644675194,0.0231354543948403,1.0
cerebellar-hemisphere,anterior-cingulate,SBNO1,ENSG00000139697,-540.3560092196412,0.000318263683628,0.0241864564394248,1.0
cerebellar-hemisphere,anterior-cingulate,GIGYF1,ENSG00000146830,-221.55864748188145,0.0003242372140852,0.0241864564394248,1.0
cerebellar-hemisphere,anterior-cingulate,LINC01355,ENSG00000261326,-1846.5376338335448,0.0003265874680489,0.0241864564394248,1.0
cerebellar-hemisphere,anterior-cingulate,GPR135,ENSG00000181619,-577.4452981175239,0.0003274396602057,0.0241864564394248,1.0
cerebellar-hemisphere,anterior-cingulate,HIST1H3E,ENSG00000274750,215.36798318136383,0.0003383325542973,0.0245347610534324,1.0
cerebellar-hemisphere,anterior-cingulate,TSTD3,ENSG00000279170,238.89589225124948,0.0003406920747901,0.0245347610534324,1.0
cerebellar-hemisphere,anterior-cingulate,SH2B2,ENSG00000160999,-335.7300428805381,0.0003417364531004,0.0245347610534324,1.0
cerebellar-hemisphere,anterior-cingulate,AC104964.2,ENSG00000253678,-278.0314678037326,0.0003492720170577,0.0248435892133078,1.0
cerebellar-hemisphere,anterior-cingulate,FBXW8,ENSG00000174989,647.3516808439141,0.0003919421482257,0.0275854432172395,1.0
cerebellar-hemisphere,anterior-cingulate,LIMK2,ENSG00000182541,-290.6354473293209,0.0003950011395335,0.0275854432172395,1.0
cerebellar-hemisphere,anterior-cingulate,VPS16,ENSG00000215305,-365.55235969533146,0.0004163347251939,0.0288133635940499,1.0
cerebellar-hemisphere,anterior-cingulate,NPIPB6,ENSG00000198156,-1236.8120622336978,0.0004440754614587,0.030458818704694,1.0
cerebellar-hemisphere,anterior-cingulate,HLA-DQB1-AS1,ENSG00000223534,179.00399069459073,0.0004514715236588,0.0306920729623619,1.0
cerebellar-hemisphere,anterior-cingulate,EIF3C,ENSG00000184110,-397.37293438089335,0.0004716486545802,0.0317824996884657,1.0
cerebellar-hemisphere,anterior-cingulate,TAPBP,ENSG00000231925,-373.1668399634984,0.0004796306272135,0.0320393258978618,1.0
cerebellar-hemisphere,anterior-cingulate,BSN-DT,ENSG00000226913,-384.1481016954142,0.0004962120630894,0.0328612161090756,1.0
cerebellar-hemisphere,anterior-cingulate,CYB561,ENSG00000008283,137.78854836958575,0.0005249727283568,0.0344687222157003,1.0
cerebellar-hemisphere,anterior-cingulate,ADCK2,ENSG00000133597,345.7359116804619,0.0005460770341235,0.035342716164956,1.0
cerebellar-hemisphere,anterior-cingulate,SNHG15,ENSG00000232956,-320.5615035752566,0.0005474854495743,0.035342716164956,1.0
cerebellar-hemisphere,anterior-cingulate,MPP2,ENSG00000108852,-433.353831110512,0.0005645883991941,0.0361430673550756,1.0
cerebellar-hemisphere,anterior-cingulate,RBM48,ENSG00000127993,-374.35547136401874,0.0005759140459105,0.0365634024849955,1.0
cerebellar-hemisphere,anterior-cingulate,AZGP1,ENSG00000160862,-389.9257529975838,0.0005945798562953,0.037439036525086,1.0
cerebellar-hemisphere,anterior-cingulate,TRAF4,ENSG00000076604,-362.1928474057983,0.0006154804753584,0.0384400082252295,1.0
cerebellar-hemisphere,anterior-cingulate,POLR2G,ENSG00000168002,1171.8149593216108,0.0006307928900101,0.0390786369440128,1.0
cerebellar-hemisphere,anterior-cingulate,ZNF774,ENSG00000196391,-506.32416982253415,0.0006634772902215,0.0407746603478525,1.0
cerebellar-hemisphere,anterior-cingulate,FGFRL1,ENSG00000127418,1518.6957322650337,0.0006955149311842,0.0424043309631509,1.0
cerebellar-hemisphere,anterior-cingulate,SH2D7,ENSG00000183476,299.8043535310255,0.0007145154453363,0.0432197452840429,1.0
cerebellar-hemisphere,anterior-cingulate,CNOT6L,ENSG00000138767,254.93581338882967,0.0007349022299937,0.0441056166469656,1.0
cerebellar-hemisphere,anterior-cingulate,AC008105.1,ENSG00000233175,300.4111836741928,0.0007492391686714,0.0442696074264854,1.0
cerebellar-hemisphere,anterior-cingulate,AC145207.1,ENSG00000235296,-345.1944630757451,0.0007516741243307,0.0442696074264854,1.0
cerebellar-hemisphere,anterior-cingulate,AL513365.2,ENSG00000225891,1181.275790182736,0.0007549230113082,0.0442696074264854,1.0
cerebellar-hemisphere,anterior-cingulate,AC015802.6,ENSG00000284526,-5867.780606845035,0.0007943039389459,0.0462260822650182,1.0
cerebellar-hemisphere,anterior-cingulate,HAUS4,ENSG00000092036,-135.8375957882944,0.0008192099052208,0.0470671839428764,1.0
cerebellar-hemisphere,anterior-cingulate,CIB2,ENSG00000136425,180.6490389875531,0.0008210104983527,0.0470671839428764,1.0
cerebellar-hemisphere,anterior-cingulate,BOLA2,ENSG00000183336,317.53848327366546,0.0008287459220651,0.0471587123948451,1.0
cerebellar-hemisphere,anterior-cingulate,FAM85B,ENSG00000253893,174.92110111700666,0.0008488240865299,0.0479460781817845,1.0
cerebellar-hemisphere,anterior-cingulate,ZNF436-AS1,ENSG00000249087,349.2147759033813,0.0008882836864674,0.0496812488437713,1.0
cerebellar-hemisphere,anterior-cingulate,KNOP1,ENSG00000103550,133.71251431018285,0.0008930493676763,0.0496812488437713,1.0
cerebellar-hemisphere,anterior-cingulate,PPM1A,ENSG00000100614,289.96686886964966,0.0008989447525754,0.0496812488437713,1.0
cerebellar-hemisphere,anterior-cingulate,AC027130.1,ENSG00000261195,-194.2184241231292,0.0009183503550306,0.0499579354523498,1.0
cerebellar-hemisphere,anterior-cingulate,PAXIP1-AS2,ENSG00000214106,-308.11886815973065,0.0009306450499231,0.0499579354523498,1.0
cerebellar-hemisphere,anterior-cingulate,ATP5MD,ENSG00000173915,-486.13566298194655,0.0009396980894653,0.0499579354523498,1.0
cerebellar-hemisphere,anterior-cingulate,PSMD1,ENSG00000173692,2811.347304142253,0.0009424031035765,0.0499579354523498,1.0
cerebellar-hemisphere,anterior-cingulate,AC008937.3,ENSG00000271828,-261.7658258045292,0.0009427386486505,0.0499579354523498,1.0
cerebellar-hemisphere,anterior-cingulate,SPPL3,ENSG00000157837,446.3075509625773,0.0009460064434361,0.0499579354523498,1.0
cerebellar-hemisphere,anterior-cingulate,PIWIL2,ENSG00000197181,273.8811959516116,0.0009494739099249,0.0499579354523498,1.0
dlpfc,caudate,CENPW,ENSG00000203760,-542.4534882381115,1.434342345785118e-25,1.4443827422056137e-21,1.4443827422056137e-21
dlpfc,caudate,ARL17A,ENSG00000185829,-91.88761206739834,4.471772140049737e-16,2.251537272515042e-12,4.503074545030084e-12
dlpfc,caudate,KANSL1-AS1,ENSG00000214401,-60.83997589748402,7.565191520165879e-15,2.539382620269013e-11,7.618147860807041e-11
dlpfc,caudate,ARHGAP27,ENSG00000159314,-153.64587676216857,3.661484542788085e-12,9.217787336469004e-09,3.687114934587602e-08
dlpfc,caudate,CRHR1,ENSG00000120088,106.72284299166468,2.6223235669932457e-10,5.281359663924397e-07,2.6406798319621983e-06
dlpfc,caudate,PLEKHM1,ENSG00000225190,-85.26944059519442,3.2064720888799185e-10,5.381528989170129e-07,3.228917393502078e-06
